province_state,country_region,date,confirmed_state,deaths_state
Nevada,US,2020/9/3,70223,1363
New Hampshire,US,2020/9/3,7347,432
Utah,US,2020/9/3,53326,414
Vermont,US,2020/9/3,1637,58
Arizona,US,2020/8/21,196899,4688
Connecticut,US,2020/8/21,51519,4460
Delaware,US,2020/8/21,16770,600
District of Columbia,US,2020/8/21,13469,602
Hawaii,US,2020/8/21,6072,46
Maine,US,2020/8/21,4286,129
Massachusetts,US,2020/8/21,125216,8901
Nevada,US,2020/8/21,64433,1185
New Hampshire,US,2020/8/21,7071,428
Utah,US,2020/8/21,48445,383
Vermont,US,2020/8/21,1541,58
Arizona,US,2020/8/3,179497,3779
Massachusetts,US,2020/8/3,118657,8648
Vermont,US,2020/8/3,1427,57
Nevada,US,2020/8/3,51199,847
Maine,US,2020/8/3,3970,124
District of Columbia,US,2020/8/3,12313,586
Connecticut,US,2020/8/3,50062,4437
New Hampshire,US,2020/8/3,6660,417
Delaware,US,2020/8/3,15055,585
Utah,US,2020/8/3,41529,314
Massachusetts,US,2020/5/21,90084,6148
Vermont,US,2020/5/21,950,54
Nevada,US,2020/5/21,7400,383
Arizona,US,2020/5/21,15348,764
Maine,US,2020/5/21,1877,73
District of Columbia,US,2020/5/21,7788,412
Connecticut,US,2020/5/21,39208,3583
New Hampshire,US,2020/5/21,3935,199
Delaware,US,2020/5/21,8386,317
Utah,US,2020/5/21,7874,92
Massachusetts,US,2020/4/21,41199,1961
Nevada,US,2020/4/21,3937,163
Arizona,US,2020/4/21,5256,208
District of Columbia,US,2020/4/21,3098,112
Connecticut,US,2020/4/21,20360,1423
Delaware,US,2020/4/21,2931,82
Arizona,US,2020/6/18,43445,1283
Massachusetts,US,2020/6/18,106422,7769
Vermont,US,2020/6/18,1135,56
Nevada,US,2020/6/18,12169,475
Maine,US,2020/6/18,2878,102
District of Columbia,US,2020/6/18,9903,527
Connecticut,US,2020/6/18,45440,4226
New Hampshire,US,2020/6/18,5450,331
Delaware,US,2020/6/18,10499,431
Utah,US,2020/6/18,15839,152
Arizona,US,2020/7/18,141265,2730
Massachusetts,US,2020/7/18,113238,8419
Vermont,US,2020/7/18,1338,56
Nevada,US,2020/7/18,34477,646
Maine,US,2020/7/18,3645,117
District of Columbia,US,2020/7/18,11194,578
Connecticut,US,2020/7/18,47893,4396
New Hampshire,US,2020/7/18,6188,396
Delaware,US,2020/7/18,13429,523
Utah,US,2020/7/18,33332,243
Arizona,US,2020/12/8,378157,6973
Connecticut,US,2020/12/8,138258,5242
Delaware,US,2020/12/8,41464,803
District of Columbia,US,2020/12/8,23589,701
Hawaii,US,2020/12/8,18976,262
Maine,US,2020/12/8,14049,239
Massachusetts,US,2020/12/8,263447,11076
Nevada,US,2020/12/8,173284,2359
New Hampshire,US,2020/12/8,26623,566
Rhode Island,US,2020/12/8,67067,1470
Utah,US,2020/12/8,219971,972
Vermont,US,2020/12/8,5180,85
Massachusetts,US,2020/5/13,80497,5315
Vermont,US,2020/5/13,929,53
Nevada,US,2020/5/13,6476,331
Arizona,US,2020/5/13,12216,595
Maine,US,2020/5/13,1515,66
District of Columbia,US,2020/5/13,6584,350
Connecticut,US,2020/5/13,34855,3125
New Hampshire,US,2020/5/13,3299,150
Delaware,US,2020/5/13,6952,247
Utah,US,2020/5/13,6620,75
Arizona,US,2021/1/6,574680,9444
Connecticut,US,2021/1/6,199454,6230
Delaware,US,2021/1/6,61729,947
District of Columbia,US,2021/1/6,30482,806
Hawaii,US,2021/1/6,22610,299
Maine,US,2021/1/6,27090,372
Massachusetts,US,2021/1/6,404053,12836
Nevada,US,2021/1/6,237393,3295
New Hampshire,US,2021/1/6,48838,816
Rhode Island,US,2021/1/6,95463,1890
Utah,US,2021/1/6,292720,1330
Vermont,US,2021/1/6,8158,152
Arizona,US,2020/10/1,219212,5674
Connecticut,US,2020/10/1,57742,4511
Delaware,US,2020/10/1,20787,636
District of Columbia,US,2020/10/1,15326,627
Hawaii,US,2020/10/1,12515,139
Maine,US,2020/10/1,5428,141
Massachusetts,US,2020/10/1,132870,9480
Nevada,US,2020/10/1,80410,1603
New Hampshire,US,2020/10/1,8317,441
Utah,US,2020/10/1,74050,459
Vermont,US,2020/10/1,1755,58
Arizona,US,2020/6/8,27678,1053
Massachusetts,US,2020/6/8,103626,7353
Vermont,US,2020/6/8,1075,55
Nevada,US,2020/6/8,9816,442
Maine,US,2020/6/8,2588,99
District of Columbia,US,2020/6/8,9389,491
Connecticut,US,2020/6/8,44092,4084
New Hampshire,US,2020/6/8,5079,286
Delaware,US,2020/6/8,9972,398
Utah,US,2020/6/8,12322,124
Arizona,US,2020/6/13,34660,1189
Massachusetts,US,2020/6/13,105395,7576
Vermont,US,2020/6/13,1125,55
Nevada,US,2020/6/13,10997,462
Maine,US,2020/6/13,2757,100
District of Columbia,US,2020/6/13,9709,511
Connecticut,US,2020/6/13,44994,4186
New Hampshire,US,2020/6/13,5299,318
Delaware,US,2020/6/13,10229,419
Utah,US,2020/6/13,13981,139
Massachusetts,US,2020/5/8,75333,4702
Vermont,US,2020/5/8,919,53
Nevada,US,2020/5/8,5920,294
Arizona,US,2020/5/8,10526,517
District of Columbia,US,2020/5/8,5899,304
Connecticut,US,2020/5/8,32411,2874
New Hampshire,US,2020/5/8,2947,121
Delaware,US,2020/5/8,6111,213
Utah,US,2020/5/8,5919,61
Arizona,US,2020/8/31,201835,5029
Connecticut,US,2020/8/31,52879,4465
Delaware,US,2020/8/31,17429,605
District of Columbia,US,2020/8/31,13992,607
Hawaii,US,2020/8/31,8472,70
Maine,US,2020/8/31,4529,132
Massachusetts,US,2020/8/31,128533,9060
Nevada,US,2020/8/31,69228,1305
New Hampshire,US,2020/8/31,7275,432
Utah,US,2020/8/31,52107,407
Vermont,US,2020/8/31,1624,58
Arizona,US,2020/12/18,442671,7819
Connecticut,US,2020/12/18,162782,5581
Delaware,US,2020/12/18,49109,854
District of Columbia,US,2020/12/18,26104,728
Hawaii,US,2020/12/18,20223,281
Maine,US,2020/12/18,18337,281
Massachusetts,US,2020/12/18,314926,11610
Nevada,US,2020/12/18,199257,2706
New Hampshire,US,2020/12/18,34960,638
Rhode Island,US,2020/12/18,77812,1625
Utah,US,2020/12/18,246562,1140
Vermont,US,2020/12/18,6243,107
Arizona,US,2020/5/31,19936,907
Massachusetts,US,2020/5/31,96965,6846
Vermont,US,2020/5/31,981,55
Nevada,US,2020/5/31,8628,417
Maine,US,2020/5/31,2325,89
District of Columbia,US,2020/5/31,8801,466
Connecticut,US,2020/5/31,42201,3944
New Hampshire,US,2020/5/31,4651,245
Delaware,US,2020/5/31,9498,366
Utah,US,2020/5/31,9797,113
Arizona,US,2020/9/26,216826,5622
Connecticut,US,2020/9/26,56587,4501
Delaware,US,2020/9/26,20156,633
District of Columbia,US,2020/9/26,15215,624
Hawaii,US,2020/9/26,12018,131
Maine,US,2020/9/26,5258,140
Massachusetts,US,2020/9/26,130050,9391
Nevada,US,2020/9/26,78355,1582
New Hampshire,US,2020/9/26,8121,439
Utah,US,2020/9/26,69547,448
Vermont,US,2020/9/26,1739,58
Arizona,US,2020/9/8,206045,5221
Connecticut,US,2020/9/8,53782,4474
Delaware,US,2020/9/8,18308,609
District of Columbia,US,2020/9/8,14362,611
Hawaii,US,2020/9/8,10025,88
Maine,US,2020/9/8,4714,134
Massachusetts,US,2020/9/8,122962,9141
Nevada,US,2020/9/8,72104,1393
New Hampshire,US,2020/9/8,7494,433
Utah,US,2020/9/8,55359,424
Vermont,US,2020/9/8,1654,58
Arizona,US,2020/11/1,247473,5979
Connecticut,US,2020/11/1,71207,4616
Delaware,US,2020/11/1,25126,710
District of Columbia,US,2020/11/1,17369,646
Hawaii,US,2020/11/1,15154,219
Maine,US,2020/11/1,6711,147
Massachusetts,US,2020/11/1,159707,10013
Nevada,US,2020/11/1,101477,1777
New Hampshire,US,2020/11/1,11214,483
Rhode Island,US,2020/11/1,32874,1201
Utah,US,2020/11/1,116510,614
Vermont,US,2020/11/1,2196,58
Arizona,US,2021/1/18,679282,11265
Connecticut,US,2021/1/18,230125,6670
Delaware,US,2021/1/18,70910,1016
District of Columbia,US,2021/1/18,34033,857
Hawaii,US,2021/1/18,24710,321
Maine,US,2021/1/18,33876,514
Massachusetts,US,2021/1/18,473441,13705
Nevada,US,2021/1/18,262794,3784
New Hampshire,US,2021/1/18,56864,933
Rhode Island,US,2021/1/18,104443,2005
Utah,US,2021/1/18,324919,1500
Vermont,US,2021/1/18,10220,163
Arizona,US,2021/2/20,806163,15480
Connecticut,US,2021/2/20,273101,7523
Delaware,US,2021/2/20,84531,1366
District of Columbia,US,2021/2/20,39553,994
Hawaii,US,2021/2/20,27297,429
Maine,US,2021/2/20,43367,658
Massachusetts,US,2021/2/20,567764,15779
Nevada,US,2021/2/20,290671,4868
New Hampshire,US,2021/2/20,73161,1153
Rhode Island,US,2021/2/20,123145,2376
Utah,US,2021/2/20,366034,1842
Vermont,US,2021/2/20,14359,196
Massachusetts,US,2020/5/26,93693,6473
Vermont,US,2020/5/26,967,54
Nevada,US,2020/5/26,8057,394
Arizona,US,2020/5/26,16864,810
Maine,US,2020/5/26,2109,79
District of Columbia,US,2020/5/26,8334,440
Connecticut,US,2020/5/26,41303,3769
New Hampshire,US,2020/5/26,4231,214
Delaware,US,2020/5/26,9066,335
Utah,US,2020/5/26,8620,101
Arizona,US,2020/12/3,346421,6821
Connecticut,US,2020/12/3,126177,5111
Delaware,US,2020/12/3,37456,779
District of Columbia,US,2020/12/3,22164,692
Hawaii,US,2020/12/3,18484,246
Maine,US,2020/12/3,12554,220
Massachusetts,US,2020/12/3,240907,10874
Nevada,US,2020/12/3,159532,2250
New Hampshire,US,2020/12/3,22993,544
Rhode Island,US,2020/12/3,60722,1400
Utah,US,2020/12/3,206165,917
Vermont,US,2020/12/3,4642,75
Arizona,US,2020/6/26,66659,1536
Massachusetts,US,2020/6/26,108070,8012
Vermont,US,2020/6/26,1198,56
Nevada,US,2020/6/26,15240,498
Maine,US,2020/6/26,3102,103
District of Columbia,US,2020/6/26,10185,546
Connecticut,US,2020/6/26,46059,4307
New Hampshire,US,2020/6/26,5671,365
Delaware,US,2020/6/26,11017,507
Utah,US,2020/6/26,20050,166
Arizona,US,2020/6/23,58378,1396
Massachusetts,US,2020/6/23,107439,7889
Vermont,US,2020/6/23,1164,56
Nevada,US,2020/6/23,13528,489
Maine,US,2020/6/23,2996,102
District of Columbia,US,2020/6/23,10094,537
Connecticut,US,2020/6/23,45899,4277
New Hampshire,US,2020/6/23,5571,343
Delaware,US,2020/6/23,10847,504
Utah,US,2020/6/23,18300,163
Arizona,US,2020/11/3,249818,6020
Connecticut,US,2020/11/3,74843,4635
Delaware,US,2020/11/3,25426,712
District of Columbia,US,2020/11/3,17524,647
Hawaii,US,2020/11/3,15318,219
Maine,US,2020/11/3,6925,148
Massachusetts,US,2020/11/3,161585,10035
Nevada,US,2020/11/3,103025,1807
New Hampshire,US,2020/11/3,11448,483
Rhode Island,US,2020/11/3,34543,1212
Utah,US,2020/11/3,119375,620
Vermont,US,2020/11/3,2237,58
Massachusetts,US,2020/5/23,91662,6304
Vermont,US,2020/5/23,954,54
Nevada,US,2020/5/23,7526,387
Arizona,US,2020/5/23,16053,801
Maine,US,2020/5/23,2013,77
District of Columbia,US,2020/5/23,7966,427
Connecticut,US,2020/5/23,40022,3675
New Hampshire,US,2020/5/23,4089,208
Delaware,US,2020/5/23,8529,322
Utah,US,2020/5/23,8260,97
Arizona,US,2020/7/1,84105,1725
Massachusetts,US,2020/7/1,108882,8053
Vermont,US,2020/7/1,1210,56
Nevada,US,2020/7/1,19101,511
Maine,US,2020/7/1,3294,105
District of Columbia,US,2020/7/1,10365,553
Connecticut,US,2020/7/1,46572,4324
New Hampshire,US,2020/7/1,5802,373
Delaware,US,2020/7/1,11510,509
Utah,US,2020/7/1,22716,173
Arizona,US,2021/1/3,556384,9061
Connecticut,US,2021/1/3,190120,6099
Delaware,US,2021/1/3,59484,930
District of Columbia,US,2021/1/3,29764,794
Hawaii,US,2021/1/3,22303,289
Maine,US,2021/1/3,25592,359
Massachusetts,US,2021/1/3,387662,12610
Nevada,US,2021/1/3,231614,3180
New Hampshire,US,2021/1/3,46450,780
Rhode Island,US,2021/1/3,87949,1777
Utah,US,2021/1/3,283473,1301
Vermont,US,2021/1/3,7793,140
Arizona,US,2020/8/1,177002,3747
Massachusetts,US,2020/8/1,118040,8626
Vermont,US,2020/8/1,1421,57
Nevada,US,2020/8/1,49074,832
Maine,US,2020/8/1,3937,123
District of Columbia,US,2020/8/1,12057,584
Connecticut,US,2020/8/1,49810,4432
New Hampshire,US,2020/8/1,6614,416
Delaware,US,2020/8/1,14877,585
Utah,US,2020/8/1,40702,310
Arizona,US,2020/12/16,429219,7530
Connecticut,US,2020/12/16,157781,5506
Delaware,US,2020/12/16,47929,833
District of Columbia,US,2020/12/16,25602,720
Hawaii,US,2020/12/16,19931,278
Maine,US,2020/12/16,17311,267
Massachusetts,US,2020/12/16,304112,11513
Nevada,US,2020/12/16,194098,2651
New Hampshire,US,2020/12/16,33433,625
Rhode Island,US,2020/12/16,76209,1590
Utah,US,2020/12/16,240715,1096
Vermont,US,2020/12/16,6009,105
Arizona,US,2020/11/16,276912,6302
Connecticut,US,2020/11/16,93284,4759
Delaware,US,2020/11/16,29200,736
District of Columbia,US,2020/11/16,19064,660
Hawaii,US,2020/11/16,16853,222
Maine,US,2020/11/16,9117,165
Massachusetts,US,2020/11/16,190439,10340
Nevada,US,2020/11/16,122099,1917
New Hampshire,US,2020/11/16,15040,500
Rhode Island,US,2020/11/16,43923,1270
Utah,US,2020/11/16,155779,723
Vermont,US,2020/11/16,3008,59
Arizona,US,2020/6/28,73920,1594
Massachusetts,US,2020/6/28,108667,8059
Vermont,US,2020/6/28,1202,56
Nevada,US,2020/6/28,17160,500
Maine,US,2020/6/28,3191,104
District of Columbia,US,2020/6/28,10248,550
Connecticut,US,2020/6/28,46303,4316
New Hampshire,US,2020/6/28,5747,367
Delaware,US,2020/6/28,11226,507
Utah,US,2020/6/28,21100,167
Arizona,US,2020/7/28,165934,3408
Massachusetts,US,2020/7/28,116182,8551
Vermont,US,2020/7/28,1405,56
Nevada,US,2020/7/28,44936,759
Maine,US,2020/7/28,3838,121
District of Columbia,US,2020/7/28,11945,583
Connecticut,US,2020/7/28,49077,4423
New Hampshire,US,2020/7/28,6500,409
Delaware,US,2020/7/28,14476,580
Utah,US,2020/7/28,38855,286
Arizona,US,2021/1/31,758404,13120
Connecticut,US,2021/1/31,250023,7046
Delaware,US,2021/1/31,78071,1090
District of Columbia,US,2021/1/31,36872,913
Hawaii,US,2021/1/31,26072,409
Maine,US,2021/1/31,39324,590
Massachusetts,US,2021/1/31,524025,14577
Nevada,US,2021/1/31,278308,4270
New Hampshire,US,2021/1/31,65695,1057
Rhode Island,US,2021/1/31,114438,2154
Utah,US,2021/1/31,346624,1665
Vermont,US,2021/1/31,11965,174
Arizona,US,2021/2/5,775622,13948
Connecticut,US,2021/2/5,259372,7214
Delaware,US,2021/2/5,79546,1191
District of Columbia,US,2021/2/5,37634,940
Hawaii,US,2021/2/5,26507,415
Maine,US,2021/2/5,40799,632
Massachusetts,US,2021/2/5,537208,14859
Nevada,US,2021/2/5,282493,4463
New Hampshire,US,2021/2/5,67595,1091
Rhode Island,US,2021/2/5,117891,2212
Utah,US,2021/2/5,352489,1728
Vermont,US,2021/2/5,12612,181
Arizona,US,2020/9/23,215284,5525
Connecticut,US,2020/9/23,56315,4497
Delaware,US,2020/9/23,19830,629
District of Columbia,US,2020/9/23,15050,621
Hawaii,US,2020/9/23,11689,122
Maine,US,2020/9/23,5170,140
Massachusetts,US,2020/9/23,128512,9347
Nevada,US,2020/9/23,76807,1556
New Hampshire,US,2020/9/23,8007,438
Utah,US,2020/9/23,65921,444
Vermont,US,2020/9/23,1722,58
Arizona,US,2020/10/14,227635,5772
Connecticut,US,2020/10/14,61861,4537
Delaware,US,2020/10/14,22465,660
District of Columbia,US,2020/10/14,16132,638
Hawaii,US,2020/10/14,13674,183
Maine,US,2020/10/14,5816,143
Massachusetts,US,2020/10/14,140992,9647
Nevada,US,2020/10/14,87314,1691
New Hampshire,US,2020/10/14,9349,458
Rhode Island,US,2020/10/14,27164,1147
Utah,US,2020/10/14,88963,527
Vermont,US,2020/10/14,1889,58
Arizona,US,2021/1/25,727895,12239
Connecticut,US,2021/1/25,243632,6911
Delaware,US,2021/1/25,75191,1049
District of Columbia,US,2021/1/25,35505,879
Hawaii,US,2021/1/25,25495,341
Maine,US,2021/1/25,37046,547
Massachusetts,US,2021/1/25,503688,14178
Nevada,US,2021/1/25,271897,4029
New Hampshire,US,2021/1/25,62768,990
Rhode Island,US,2021/1/25,111754,2110
Utah,US,2021/1/25,337264,1597
Vermont,US,2021/1/25,11165,171
Arizona,US,2020/12/29,507222,8640
Connecticut,US,2020/12/29,181967,5924
Delaware,US,2020/12/29,56189,898
District of Columbia,US,2020/12/29,28535,775
Hawaii,US,2020/12/29,21466,285
Maine,US,2020/12/29,22909,333
Massachusetts,US,2020/12/29,361079,12218
Nevada,US,2020/12/29,220124,3016
New Hampshire,US,2020/12/29,42697,735
Rhode Island,US,2020/12/29,86789,1760
Utah,US,2020/12/29,269326,1235
Vermont,US,2020/12/29,7202,130
Arizona,US,2020/9/6,205767,5221
Connecticut,US,2020/9/6,53365,4468
Delaware,US,2020/9/6,18043,609
District of Columbia,US,2020/9/6,14279,611
Hawaii,US,2020/9/6,9855,85
Maine,US,2020/9/6,4683,134
Massachusetts,US,2020/9/6,122562,9125
Nevada,US,2020/9/6,71610,1389
New Hampshire,US,2020/9/6,7447,433
Utah,US,2020/9/6,54660,422
Vermont,US,2020/9/6,1648,58
Arizona,US,2021/2/7,780637,14048
Connecticut,US,2021/2/7,259372,7214
Delaware,US,2021/2/7,80594,1208
District of Columbia,US,2021/2/7,38035,952
Hawaii,US,2021/2/7,26684,417
Maine,US,2021/2/7,41219,635
Massachusetts,US,2021/2/7,543934,14999
Nevada,US,2021/2/7,284042,4520
New Hampshire,US,2021/2/7,68379,1104
Rhode Island,US,2021/2/7,117891,2212
Utah,US,2021/2/7,354608,1736
Vermont,US,2021/2/7,12900,183
Utah,US,2020/9/19,62852,440
Vermont,US,2020/9/19,1710,58
Arizona,US,2020/9/2,202861,5065
Connecticut,US,2020/9/2,53108,4467
Delaware,US,2020/9/2,17549,606
District of Columbia,US,2020/9/2,14077,608
Hawaii,US,2020/9/2,8991,75
Maine,US,2020/9/2,4568,133
Massachusetts,US,2020/9/2,129182,9060
Nevada,US,2020/9/2,69872,1336
New Hampshire,US,2020/9/2,7309,432
Utah,US,2020/9/2,52822,410
Vermont,US,2020/9/2,1637,58
Arizona,US,2020/10/7,222538,5733
Connecticut,US,2020/10/7,59364,4522
Delaware,US,2020/10/7,21550,649
District of Columbia,US,2020/10/7,15652,631
Hawaii,US,2020/10/7,13045,163
Maine,US,2020/10/7,5603,142
Massachusetts,US,2020/10/7,136492,9557
Nevada,US,2020/10/7,83347,1636
New Hampshire,US,2020/10/7,8731,446
Utah,US,2020/10/7,80446,496
Vermont,US,2020/10/7,1827,58
Massachusetts,US,2020/5/2,66263,3846
Vermont,US,2020/5/2,886,51
Nevada,US,2020/5/2,5389,255
Arizona,US,2020/5/2,8364,330
District of Columbia,US,2020/5/2,4797,240
Connecticut,US,2020/5/2,29287,2436
New Hampshire,US,2020/5/2,2429,84
Delaware,US,2020/5/2,5038,168
Arizona,US,2020/7/2,87445,1764
Massachusetts,US,2020/7/2,109338,8132
Vermont,US,2020/7/2,1227,56
Nevada,US,2020/7/2,19733,525
Maine,US,2020/7/2,3328,105
District of Columbia,US,2020/7/2,10390,554
Connecticut,US,2020/7/2,46646,4326
New Hampshire,US,2020/7/2,5822,375
Delaware,US,2020/7/2,11731,510
Utah,US,2020/7/2,23270,176
Arizona,US,2020/6/19,46910,1321
Massachusetts,US,2020/6/19,106650,7799
Vermont,US,2020/6/19,1144,56
Nevada,US,2020/6/19,12524,479
Maine,US,2020/6/19,2913,102
District of Columbia,US,2020/6/19,9952,530
Connecticut,US,2020/6/19,45557,4238
New Hampshire,US,2020/6/19,5486,337
Delaware,US,2020/6/19,10611,433
Utah,US,2020/6/19,16425,155
Arizona,US,2020/6/2,21264,943
Massachusetts,US,2020/6/2,101163,7085
Vermont,US,2020/6/2,988,55
Nevada,US,2020/6/2,8858,417
Maine,US,2020/6/2,2377,94
District of Columbia,US,2020/6/2,8886,470
Connecticut,US,2020/6/2,42979,3972
New Hampshire,US,2020/6/2,4749,256
Delaware,US,2020/6/2,9685,373
Utah,US,2020/6/2,10202,113
Arizona,US,2021/2/11,791106,14662
Connecticut,US,2021/2/11,266499,7354
Delaware,US,2021/2/11,81875,1262
District of Columbia,US,2021/2/11,38533,973
Hawaii,US,2021/2/11,26877,423
Maine,US,2021/2/11,42064,641
Massachusetts,US,2021/2/11,551396,15269
Nevada,US,2021/2/11,286387,4637
New Hampshire,US,2021/2/11,69612,1117
Rhode Island,US,2021/2/11,120381,2274
Utah,US,2021/2/11,358581,1774
Vermont,US,2021/2/11,13249,188
Arizona,US,2020/10/22,234906,5859
Connecticut,US,2020/10/22,65373,4569
Delaware,US,2020/10/22,23528,670
District of Columbia,US,2020/10/22,16537,642
Hawaii,US,2020/10/22,14335,206
Maine,US,2020/10/22,6063,146
Massachusetts,US,2020/10/22,147215,9810
Nevada,US,2020/10/22,92853,1736
New Hampshire,US,2020/10/22,9994,470
Rhode Island,US,2020/10/22,29594,1173
Utah,US,2020/10/22,99549,563
Vermont,US,2020/10/22,1987,58
Arizona,US,2020/10/19,231897,5830
Connecticut,US,2020/10/19,64021,4554
Delaware,US,2020/10/19,23196,666
District of Columbia,US,2020/10/19,16395,641
Hawaii,US,2020/10/19,14068,187
Maine,US,2020/10/19,5961,146
Massachusetts,US,2020/10/19,144488,9753
Nevada,US,2020/10/19,90843,1712
New Hampshire,US,2020/10/19,9746,468
Rhode Island,US,2020/10/19,28347,1159
Utah,US,2020/10/19,95562,546
Vermont,US,2020/10/19,1946,58
Arizona,US,2020/8/10,187523,4154
Massachusetts,US,2020/8/10,121315,8741
Vermont,US,2020/8/10,1462,58
Nevada,US,2020/8/10,56972,963
Maine,US,2020/8/10,4051,125
District of Columbia,US,2020/8/10,12807,591
Connecticut,US,2020/8/10,50567,4444
New Hampshire,US,2020/8/10,6840,419
Delaware,US,2020/8/10,15634,591
Utah,US,2020/8/10,44390,345
Arizona,US,2021/2/3,767379,13576
Connecticut,US,2021/2/3,257004,7157
Delaware,US,2021/2/3,78982,1130
District of Columbia,US,2021/2/3,37199,926
Hawaii,US,2021/2/3,26286,413
Maine,US,2021/2/3,40233,627
Massachusetts,US,2021/2/3,531117,14708
Nevada,US,2021/2/3,280707,4373
New Hampshire,US,2021/2/3,66721,1076
Rhode Island,US,2021/2/3,116704,2198
Utah,US,2021/2/3,350000,1697
Vermont,US,2021/2/3,12329,179
Arizona,US,2020/9/10,207002,5273
Connecticut,US,2020/9/10,54093,4478
Delaware,US,2020/9/10,18466,613
District of Columbia,US,2020/9/10,14412,616
Hawaii,US,2020/9/10,10292,94
Maine,US,2020/9/10,4760,134
Massachusetts,US,2020/9/10,123546,9166
Nevada,US,2020/9/10,72546,1429
New Hampshire,US,2020/9/10,7573,434
Utah,US,2020/9/10,56019,430
Vermont,US,2020/9/10,1661,58
Arizona,US,2021/1/1,530267,9015
Connecticut,US,2021/1/1,185708,5995
Delaware,US,2021/1/1,58064,930
District of Columbia,US,2021/1/1,29252,788
Hawaii,US,2021/1/1,22022,289
Maine,US,2021/1/1,24902,352
Massachusetts,US,2021/1/1,375178,12423
Nevada,US,2021/1/1,227046,3143
New Hampshire,US,2021/1/1,44028,759
Rhode Island,US,2021/1/1,87949,1777
Utah,US,2021/1/1,276612,1269
Vermont,US,2021/1/1,7412,136
Arizona,US,2020/6/10,29852,1101
Massachusetts,US,2020/6/10,104156,7454
Vermont,US,2020/6/10,1095,55
Nevada,US,2020/6/10,10218,449
Maine,US,2020/6/10,2637,100
District of Columbia,US,2020/6/10,9537,499
Connecticut,US,2020/6/10,44347,4120
New Hampshire,US,2020/6/10,5178,301
Delaware,US,2020/6/10,10056,413
Utah,US,2020/6/10,12864,128
Arizona,US,2020/10/27,240122,5891
Connecticut,US,2020/10/27,68637,4595
Delaware,US,2020/10/27,24249,686
District of Columbia,US,2020/10/27,16906,644
Hawaii,US,2020/10/27,14773,215
Maine,US,2020/10/27,6309,146
Massachusetts,US,2020/10/27,153037,9888
Nevada,US,2020/10/27,96908,1752
New Hampshire,US,2020/10/27,10530,475
Rhode Island,US,2020/10/27,31445,1188
Utah,US,2020/10/27,107228,578
Vermont,US,2020/10/27,2113,58
Arizona,US,2020/7/10,116892,2082
Massachusetts,US,2020/7/10,111110,8296
Vermont,US,2020/7/10,1277,56
Nevada,US,2020/7/10,25908,579
Maine,US,2020/7/10,3499,111
District of Columbia,US,2020/7/10,10743,568
Connecticut,US,2020/7/10,47287,4348
New Hampshire,US,2020/7/10,5991,390
Delaware,US,2020/7/10,12652,517
Utah,US,2020/7/10,28223,207
Massachusetts,US,2020/5/10,77793,4979
Vermont,US,2020/5/10,927,53
